,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
4608,CO[C@@H]1[C@@H](OC(=N)O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc([O-])c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,-1,0,0,0,0,0,0,0,0,0,0
4609,O=C(O)CN=C(O)C(CS)Cc1ccccc1,0,0,0,0,0,0,-1,0,0,0,0
4610,O=NN1CCCCC1,0,0,0,0,-1,-1,0,0,0,0,0
4611,CC(O)CN,0,0,0,0,-1,-1,0,0,0,0,0
4612,CCCCN=C(O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CS[C@H]2CCC[NH2+][C@H]2C(O)=N[C@@H](C)C(O)=N1,0,0,0,0,0,0,0,0,-1,0,0
4613,C[NH+](C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,-1,0,0,0,0,0,0,0,0,0,0
4614,CC(N=C(O)c1cc(-c2ccc(C(C)([NH3+])Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,0,0,0,0,0,0,0,1,0,0
4615,CCN1CCN(C(O)=N[C@@H](C(O)=N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,0,0,1,0,0,0,0,0,0,0,-1
4616,Oc1nc(O)nc(O)n1,0,0,0,0,-1,-1,0,0,0,0,0
4617,CCC=CCCC=CC(OCC)OCC,0,0,0,0,0,-1,0,0,0,0,0
4618,CN=C(O)C1CCCc2sc(C)nc21,0,0,0,0,0,0,0,0,0,-1,0
4619,CC(C)c1cccc(C[NH2+]CC(O)C2COCCCCCN=C(O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(O)=N2)c1,0,0,0,0,0,0,0,0,1,0,0
4620,O=C(O)C1CSCN1C(=O)C1CCC(O)=N1,0,0,0,0,-1,-1,0,0,0,0,0
4621,Clc1ccc(Oc2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0
4622,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0,0,0,0,0,0,0,0,0,0,-1
4623,Br.COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1,0,0,0,0,0,0,0,0,0,0,-1
4624,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,0,0,0,0,0,-1,0,0,0,0,0
4625,N=c1nc(Cl)[nH]c(=N)[nH]1,0,0,0,0,-1,-1,0,0,0,0,0
4626,CN1CCN(c2ccc(C#N)cc2)CC1,0,0,0,0,0,0,0,0,0,-1,0
4627,NC(Cc1ccc(O)c(O)c1)C(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
4628,NCCS,0,1,0,1,-1,-1,0,-1,0,0,0
4629,CC(C)(C)[C@]1(O)C[C@@H]2OC(=O)C[C@@]23C(=O)O[C@@H]2OC(=O)[C@H](O)C231,0,0,0,0,0,0,0,0,0,0,-1
4630,CC1CCC2(NC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,0,0,0,0,0,0,0,0,0,0,0
4631,Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)cc(-c3cccc(Br)c3)c12,0,0,0,0,0,0,0,0,0,0,-1
4632,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12.Cl,0,0,0,0,0,0,-1,0,0,0,0
4633,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,0,0,0,0,1,0,0,0,0,0,-1
4634,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,0,0,0,-1,0,0,0,0,0
4635,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,0,0,0,0,0,0,0,0,0,0,-1
4636,O=C(O)CC/C=C\C[C@@H]1CO[C@H](c2ccccc2Cl)O[C@@H]1c1ccccc1O,0,0,0,0,0,0,0,0,0,0,-1
4637,CCC1C(O)C2C3CCC(C(C)CCC(=O)O)C3(C)CCC2C2(C)CCC(O)CC12,0,0,0,0,0,0,0,0,0,0,-1
4638,N=c1nc(O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,1,0,0,0,0,0,0,0,0,0,0
4639,OCCCS,0,0,0,0,0,0,0,0,0,0,0
4640,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CSC12)c1csc(=N)[nH]1,0,0,0,0,-1,-1,0,0,0,0,0
4641,O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,0,0,1,0,-1,-1,0,0,0,0,-1
4642,Cc1cc(=O)oc2cc(OC3SCC(O)C(O)C3O)ccc12,0,0,0,0,0,0,0,0,0,0,0
4643,N=C1NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NOCCN12,0,0,0,0,0,0,0,0,1,0,0
4644,CSc1nc(NC2CCCC2)c([N+](=O)[O-])c(=NC2CCCC2)[nH]1,0,0,0,0,0,0,0,0,0,0,-1
4645,CC1(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)NC(=N)OCC1(F)F,0,0,0,0,0,0,0,0,1,0,0
4646,[Cl].c1ccc(Cn2cc(CCc3ccncc3)c3ccccc32)cc1,0,0,1,0,0,0,0,0,0,0,0
4647,Cc1cc(=NCCO)nc(-c2ccc(Br)cc2)[nH]1,0,0,0,0,0,0,0,0,0,0,-1
4648,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,0,0,0,0,-1,-1,0,0,0,0,0
4649,C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C,0,0,0,-1,-1,-1,0,0,0,0,0
4650,Cl.N=C(N)N=C(O)c1nc(Cl)c(N)nc1N,0,0,0,1,0,0,0,0,0,0,0
4651,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,0,0,0,0,0,-1,0,0,0,0,0
4652,CC(=O)CCl,0,0,0,0,-1,-1,0,0,0,0,0
4653,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,0,0,0,0,-1,0,0,0,0,0,0
4654,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C,0,0,0,0,-1,-1,0,0,0,0,0
4655,CCCCOc1ccc(C(=O)Nc2ccc(F)cc2F)cc1,0,0,0,0,0,0,0,0,0,0,-1
4656,N=C(C[C@@H](O)COc1ccccc1-c1ccccc1)N1CCCCC1,0,0,0,0,0,0,0,0,0,0,-1
4657,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,0,0,0,-1,0,0,0,0,0,0,-1
4658,COCC(Oc1cc(CC2CS(=O)CC([NH3+])C2O)cc(F)c1N)C(F)(F)F,0,0,0,0,0,0,0,0,-1,0,0
4659,CCNCCCNCCCCNCCCNCC,0,0,0,0,0,0,0,0,0,0,-1
4660,C[NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,-1,0,0,0,0,0,0,0,0,0,0
4661,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O,0,0,0,0,0,0,0,0,0,0,-1
4662,CC(O)=Nc1ccc(Cc2ccc(N=C(C)O)cc2)cc1,0,0,0,0,0,0,0,0,0,0,-1
4663,CCn1ccc(=O)c(O)c1C,0,0,1,0,0,0,0,0,0,0,0
4664,CN(C)CCC=C1c2ccccc2Sc2ccccc21,0,0,1,0,0,0,0,0,0,0,0
4665,CCO[Si](CCC#N)(OCC)OCC,0,0,0,0,-1,-1,0,0,0,0,0
4666,COCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)NC(=[NH2+])N3CC(F)(F)CN=C32)c1,0,0,0,0,0,0,0,0,1,0,0
4667,COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3C(O)(c3ccccc3Cl)C2C(=O)N2CCCC2C(=N)O)cc1OC,0,0,0,0,-1,-1,0,0,0,0,0
4668,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,0,0,1,0,1,-1,0,0,0,0,0
4669,CS(=O)(=O)N(c1cccc(C(O)=NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1)c1ccccn1,0,0,0,0,0,0,0,0,-1,0,0
4670,NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1,0,0,0,0,-1,0,0,0,0,0,0
4671,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,-1,1,-1,1,0,-1,0,-1,0,0,0
4672,Cl.N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1,0,0,0,0,0,0,0,0,0,0,-1
4673,COc1cccc2c1[C@@H]1CN(CCCCn3c(O)nc4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2,0,-1,0,0,0,0,0,1,0,0,0
4674,O=P(O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,0,0,0,0,0,0,0,0,0,0,-1
4675,CN1C(=N)N[C@](CCC2CCCCC2)(CC2CCCCC2)C1=O,0,0,0,0,0,0,0,0,-1,0,0
4676,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,0,0,0,0,1,1,0,0,0,0,0
4677,CC(=O)N=c1cc[nH]cc1C,0,0,0,0,0,0,0,0,0,-1,0
4678,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,0,0,0,0,0,0,0,0,0,0,-1
4679,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,-1,1,0,0,0,0,-1,-1,0,0,-1
4680,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],-1,0,0,0,0,0,0,0,0,0,0
4681,OCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,0,0,0,-1,0,0,0,0,0,0,0
4682,CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1,0,0,0,-1,-1,-1,0,0,0,0,0
4683,O=C(O)c1cc2ccccc2c(Cc2c([O-])c(C(=O)O)cc3ccccc23)c1[O-],-1,0,0,0,0,0,0,0,0,0,0
4684,CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1,0,0,0,0,0,0,0,0,0,0,-1
4685,NCC1OC(OC2C(N)CC(NC(CO)CO)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,0,0,-1,0,0,0,0,0,0,0,0
4686,CCOP(=S)(Cl)OCC,0,0,0,0,0,-1,0,0,0,0,0
4687,CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,0,0,1,0,0,0,0,0,0,0,0
4688,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,0,0,0,0,0,0,-1,0,0,0,0
4689,Nc1c(Br)cc([N+](=O)[O-])cc1Br,0,0,0,0,0,0,0,0,0,0,0
4690,CCNCc1c(CSC)cnc(C)c1O,0,0,1,0,0,0,0,0,0,0,0
4691,[NH2+]=C(NCCCCCCNC(=[NH2+])NC(=[NH2+])Nc1ccc(Cl)cc1)NC(=[NH2+])Nc1ccc(Cl)cc1,-1,0,0,0,0,0,0,0,0,0,0
4692,CCCN[C@H]1CCc2[nH]c(=N)sc2C1.Cl.Cl,0,0,0,0,0,0,-1,0,0,0,0
4693,CN(C)C(=N)NC(=[NH2+])[NH3+],-1,0,0,0,0,0,0,0,0,0,0
4694,CCCCOCCOc1nc(-c2ccc(C(=O)O)c(F)c2)sc1C,0,0,0,0,0,0,0,0,0,0,-1
4695,CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,0,0,0,1,0,-1,0,0,0,0,0
4696,CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N=C(O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,0,0,0,0,1,1,0,0,0,0,0
4697,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)[NH+](C)CC[C@]314,-1,0,0,0,0,0,0,0,0,0,0
4698,Cl.OC(=NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2,0,0,0,0,0,0,0,0,0,0,-1
4699,CC(=O)c1ccc2c(c1)N(CCC[NH+]1CCC(CCO)CC1)c1ccccc1S2,-1,0,0,0,0,0,0,0,0,0,0
4700,CC(C)C[C@H](N=C(O)CN=C(O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,0,0,0,0,0,0,0,0,0,0,-1
4701,CC1(c2cc(N=C(O)c3ccccn3)ccc2F)NC(=N)OCC1(F)F,0,0,0,0,0,0,0,0,-1,0,0
4702,CC(C)N=C(O)CCCn1c(=N)[nH]c2cc(Cl)ccc21,0,0,0,0,0,0,0,0,-1,0,0
4703,Cc1cccc(N=c2[nH]c(-c3ccncc3)cs2)c1,0,0,0,0,0,0,0,0,0,0,-1
4704,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
4705,COc1ccc(CC(C)NCC(O)c2ccc(O)c(N=CO)c2)cc1,0,0,0,1,0,0,0,0,0,0,0
4706,CCCCNc1cc(C(=O)[O-])cc(S(N)(=O)=O)c1Oc1ccccc1,-1,0,0,0,0,0,0,0,0,0,0
4707,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,-1,-1,-1,0,0,0,0,1,0,0,-1
4708,CCN(CC)CCN1C(=O)C(=Cc2ccc(OC)cc2)Nc2ccccc21,0,0,0,0,0,0,0,0,0,0,-1
4709,CC([O-])=NS(=O)(=O)c1ccc(N)cc1,-1,0,0,0,0,0,0,0,0,0,0
4710,CC(C)(C)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c4c(c3)C3(CCC(F)(F)CC3)CN4)[C@@H]2O)c1,0,0,0,0,0,0,0,0,-1,0,0
4711,OCC1(O)OCC(O)C(O)C1O,0,0,0,0,-1,-1,0,0,0,0,0
4712,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,0,0,0,0,0,1,0,0,0,0,0
4713,CCCCN(C)C(=O)n1cc(C(O)=NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,0,0,0,0,0,0,0,0,1,0,0
4714,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCC2(CC2)C(=N)N1,0,0,0,0,0,0,0,0,1,0,0
4715,NCCCN1CCOCC1,0,0,0,0,-1,-1,0,0,0,0,0
4716,CC1=C(C(=O)OCc2ccccc2)[C@H](C)C(C(O)=N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)=C(C)N1CC(=O)N(C)C,0,0,0,0,0,0,0,0,-1,0,0
4717,N#CSCc1ccccc1,0,0,0,0,-1,1,0,0,0,0,0
4718,CCOc1cccc(N=C(O)c2ccc(N3CCCC3)c(C(F)(F)F)c2)c1,0,0,0,0,0,0,0,0,0,0,-1
4719,Cc1ccc(Cl)cc1,0,0,0,0,-1,-1,0,0,0,0,0
4720,N=c1[nH]c(-c2cccc(Cl)c2Cl)cc(=NC2CC2)[nH]1,0,0,0,0,0,0,0,0,0,0,-1
4721,N=c1[nH]c2cc(Cl)ccc2n1CCCO,0,0,0,0,0,0,0,0,-1,0,0
4722,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0,0,-1,0,0,0,0,0,0,0,0
4723,N=C(O)C1c2ccccc2C=Cc2ccccc21,0,0,1,0,0,0,0,0,0,0,0
4724,O=[N+]([O-])c1cc(C(O)=N/N=C/c2ccc([N+](=O)[O-])o2)c(O)c([N+](=O)[O-])c1,0,0,0,0,0,0,0,0,0,0,-1
4725,O=C1C2CC3CC1CC(O)(C3)C2,0,0,0,0,-1,-1,0,0,0,0,-1
4726,Cc1nc[nH]c1-c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,-1
4727,CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)[nH]c1=N)N(C=O)Cc1cnc(C)[nH]c1=N,0,0,0,0,-1,-1,0,0,0,0,0
4728,CS(=O)(=O)N(c1ccc[nH+]c1)c1cccc(C(O)=NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)c1,0,0,0,0,0,0,0,0,1,0,0
4729,CC([NH2+]CC(O)C(Cc1ccccc1)N=C(O)c1cccc(N(Cc2ccccc2)S(C)(=O)=O)c1)C(O)=NC1CCCCC1,0,0,0,0,0,0,0,0,-1,0,0
4730,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4OC)CC3)c2cc1OC,0,0,1,0,0,0,0,0,0,0,0
4731,CCc1cncnc1N1CCN(Cc2nc3ccc(C(F)(F)F)cc3[nH]2)CC1,0,0,0,0,0,0,0,0,0,0,-1
4732,C[C@@H]1C[C@H]2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,0,0,0,1,0,0,0,0,0,0,0
4733,Nc1ccc(C(=O)O)cc1,0,0,0,0,-1,-1,0,0,0,0,0
4734,CCOC(=O)CP(=O)(OCC)OCC,0,0,0,0,-1,-1,0,0,0,0,0
4735,Cn1cc(CNC(=O)c2ccco2)cn1,0,0,0,0,0,0,0,0,0,-1,0
4736,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,0,0,0,0,0,0,0,0,0,0,-1
4737,CC/C=C(\C)C1(CC)C(O)=NC(=O)N=C1O,0,0,1,0,0,0,0,0,0,0,0
4738,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.O=S(=O)(O)c1ccc2ccccc2c1,0,0,0,1,0,0,0,0,0,0,0
4739,c1ccc2c(c1)cc1n2CCCNC1,0,0,1,0,0,0,0,0,0,0,0
4740,COc1ccc(C2(CNC(=O)c3ccc(N=C(O)c4ccco4)cc3)CCOCC2)cc1,0,0,0,0,0,0,0,0,0,0,-1
4741,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,-1
4742,C=C(C)CNCC,0,0,0,0,-1,-1,0,0,0,0,0
4743,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-1,0,0,0,-1,-1,1,0,0,0,-1
4744,C=CC(=O)OCCCl,0,0,0,0,-1,-1,0,0,0,0,0
4745,C[NH+]1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,-1,0,0,0,0,0,0,0,0,0,0
4746,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,0,0,0,0,0,0,0,0,0,0,-1
4747,Cc1cc(O)ccc1Cl,0,0,0,0,1,-1,0,0,0,0,-1
4748,CCC(CC)(CC(O)=Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
4749,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,0,0,0,0,-1,-1,0,0,0,0,0
4750,CCn1ccc2c(N3CCCC3=O)cc(C(O)=NC(Cc3ccccc3)C(O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc21,0,0,0,0,0,0,0,0,1,0,0
4751,CNc1cc(OC)c(C(O)=N[C@@H]2CCN(Cc3ccccc3)[C@@H]2C)cc1Cl.CNc1cc(OC)c(C(O)=N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,0,0,0,0,0,0,0,0,0,0,-1
4752,N=c1nc([O-])c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc1)N2C=O,-1,0,0,0,0,0,0,0,0,0,0
4753,C=CCc1cc(OC)c2c(c1)OCO2,0,0,0,0,-1,-1,0,0,0,0,0
4754,CCC(=O)OCC=Cc1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
4755,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2n[nH+]n(CC)c2=O)CC1,-1,0,0,0,0,0,0,0,0,0,0
4756,CCOCN(C(=O)CS(=O)(=O)O)c1c(C)cccc1CC,0,0,0,0,0,0,0,0,0,0,0
4757,O=C(Cl)c1cccc([N+](=O)[O-])c1,0,0,0,0,-1,-1,0,0,0,0,0
4758,CCCc1ccc(O)cc1,0,0,0,0,1,-1,0,0,0,0,0
4759,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.Cl,0,0,0,0,0,0,0,0,0,0,-1
4760,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-1,0,-1,0,0,0,-1,0,0,0,0
4761,OC(=NC1CN2CCC1CC2)c1ccc2c(c1)OCCO2,0,0,0,0,-1,-1,0,0,0,0,0
4762,CCc1cc(=O)n2[nH]c(=NC)sc2n1,0,0,0,0,0,0,0,0,0,-1,0
4763,O[C@H]1CC[C@H](N=c2[nH]c(-c3ccccc3)nc3[nH]ccc23)CC1,0,0,0,0,0,0,0,0,0,0,-1
4764,Cn1c(=O)cc(C2CC2c2ccc(-c3cccc(C(=N)O)c3)cc2)[nH]c1=N,0,0,0,0,0,0,0,0,-1,0,0
4765,CCC(C)(C)C1CCC(=O)CC1,0,0,0,0,-1,-1,0,0,0,0,0
4766,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0,0,0,0,0,0,0,0,0,0,0
4767,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1.Cl,0,0,0,0,0,0,1,0,0,0,-1
4768,C=CC#N,0,0,0,0,-1,-1,0,0,0,0,0
4769,N=C(O)C1c2ccccc2CCc2ccccc21,0,0,1,0,-1,-1,0,0,0,0,0
4770,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0,0,0,0,0,0,0,0,0,0,-1
4771,CC1(c2ccccc2)OC(C(=O)O)=CC1=O,0,0,0,0,-1,-1,0,0,0,0,-1
4772,CCC(C)(C)C(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
4773,CN1CCc2cc(Cl)c(O)cc2C2c3ccccc3CCC21,0,0,0,0,0,-1,0,0,0,0,0
4774,C[NH+]1CCC(OC(c2ccccc2)c2ccccc2)CC1,-1,0,0,0,0,0,0,0,0,0,0
4775,N#Cc1cccc(-c2nc(-c3cccnc3)no2)c1,0,0,0,0,0,0,0,0,0,0,-1
4776,C=CCC1(C(C)C)C(O)=NC(=O)N=C1O,0,0,1,0,0,0,0,0,0,0,0
4777,[NH2+]=C1N[C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCN12,0,0,0,0,0,0,0,0,1,0,0
4778,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0,0,0,-1,-1,-1,-1,0,0,0,-1
4779,CCCCCOC(O)=Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,0,0,0,0,-1,-1,0,0,0,0,0
4780,CN1CCN(c2cc(-c3ccccc3)[nH]c(=N)n2)CC1,0,0,0,0,0,0,0,0,0,0,-1
4781,O=C1N=C(O)CCC1(c1ccccc1)C1CCN(Cc2ccc(I)cc2)CC1,0,0,0,0,0,0,0,0,0,0,-1
4782,CCN(CC)CCN=C(O)c1c(C)[nH]c(C=C2C(O)=Nc3ccc(F)cc32)c1C,0,0,0,1,0,0,0,0,0,0,0
4783,CCC=CCCOC(=O)CC,0,0,0,0,-1,-1,0,0,0,0,0
4784,Cn1ccc2cc(NC(O)=Nc3cccnc3)ccc21,0,0,0,0,0,0,0,0,0,0,-1
4785,Cc1ccc2c(c1)CCCN2,0,0,0,0,-1,-1,0,0,0,0,0
4786,C[C@@H]1N=C(O)[C@@H](N)CN=C(O)[C@H](C2CCNC(=N)N2)N=C(O)/C(=C/NC(=N)O)N=C(O)[C@H](CN=C(O)CC(N)CCCN)N=C1O.N=C(O)N/C=C1\N=C(O)[C@H](CN=C(O)CC(N)CCCN)N=C(O)[C@H](CO)N=C(O)[C@@H](N)CN=C(O)[C@H](C2CCNC(=N)N2)N=C1O.O=S(=O)(O)O.O=S(=O)(O)O,0,0,0,0,0,0,0,0,0,0,-1
4787,OCCOCC#CCOCCO,0,0,0,0,0,-1,0,0,0,0,0
4788,COc1cc(N)c(Cl)cc1C(O)=NC1CCN(Cc2ccccc2)CC1,0,0,1,0,-1,-1,0,0,0,0,0
4789,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccc(C(=O)NC3CC3)cc2)n1,0,0,0,0,0,0,0,0,-1,0,0
4790,CC(=O)OCC(O)=Nc1cc(C#N)cc(N=C(O)COC(C)=O)c1Cl,0,0,0,0,-1,-1,0,0,0,0,0
4791,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,0,0,0,0,-1,-1,0,0,0,0,0
4792,CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N,0,0,0,0,0,0,0,0,0,0,-1
4793,c1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1,0,0,0,0,0,0,0,0,0,0,-1
4794,CCCCCCOc1cc(C)c(O)c(C)c1C,0,0,0,0,1,-1,0,0,0,0,0
4795,Cl.Clc1ccccc1CN1CCc2sccc2C1,0,0,0,0,0,0,-1,0,0,0,-1
4796,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0,0,0,0,0,0,0,0,0,0,-1
4797,N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,0,-1,0,1,0,0,0,-1,0,0,0
4798,N[C@@H](COP(=O)(O)O)C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
4799,CCCc1cccc(-c2ccc(C3CC3c3cc(=O)n(C)c(=N)[nH]3)cc2)c1,0,0,0,0,0,0,0,0,-1,0,0
4800,CC(C)c1cccc(C(C)C)c1N,0,0,0,0,-1,-1,0,0,0,0,0
4801,CCCC(CC)c1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
4802,O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0
4803,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,-1,0,-1,0,0,0,0,0,0,0,0
